time_s,x_m,y_m,yaw_deg,station_m,lateral_error_m,heading_error_deg,speed_kmh,reward,desired_lon,desired_steer,executed_lon,executed_steer,throttle,brake_mpa,steer_wheel_deg,completed,off_track
0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.05000000000000004,0.5498468215166312,-1.748134487094038e-18,7.705473483370474e-17,0.5498468215166312,-1.748134487094038e-18,0.0,39.975518420621306,0.9890041663844236,0.11999999731779099,0.0,0.1,0.0,0.1,0.0,0.0,0,0
0.10000000000000007,1.1048309530358813,-3.309096556946127e-18,4.1585337234948655e-16,1.1048309530358813,-3.309096556946127e-18,0.0,39.947794727601824,0.9982420854044011,0.12073444575071335,0.0,0.12073444575071335,0.0,0.12073444575071335,0.0,0.0,0,0
0.1500000000000001,1.6595738715161648,-2.462370359781397e-18,9.298114947109867e-16,1.6595738715161648,-2.462370359781397e-18,0.0,39.94279190057532,0.997797723039511,0.12156616151332855,0.0,0.12156616151332855,0.0,0.12156616151332855,0.0,0.0,0,0
0.20000000000000015,2.2145942171410002,4.476294017921405e-18,1.5238120340471389e-15,2.2145942171410002,4.476294017921405e-18,0.0,39.97629295959327,0.9982957745181232,0.12171624600887299,0.0,0.12171624600887299,0.0,0.12171624600887299,0.0,0.0,0,0
0.25000000000000017,2.770489239272664,1.7424436020083898e-17,2.1237340086917542e-15,2.770489239272664,1.7424436020083898e-17,0.0,40.0497180358208,0.9998820164895035,0.12071121484041214,0.0,0.12071121484041214,0.0,0.12071121484041214,0.0,0.0,0,0
0.3000000000000002,3.327729818691115,3.6829585114518666e-17,2.817141453176212e-15,3.327729818691115,3.6829585114518666e-17,0.0,40.15278728928864,1.002326453228999,0.11850845813751221,0.0,0.11850845813751221,0.0,0.11850845813751221,0.0,0.0,0,0
0.35000000000000026,3.8865576149459646,5.928266918760724e-17,3.420201895193575e-15,3.8865576149459646,5.928266918760724e-17,0.0,40.269365379869164,1.005210381675478,0.11541637778282166,0.0,0.11541637778282166,0.0,0.11541637778282166,0.0,0.0,0,0
0.4000000000000003,4.44697849097926,8.348469509944726e-17,3.964585078921234e-15,4.44697849097926,8.348469509944726e-17,0.0,40.383709829071385,1.0081036770754404,0.11191903799772263,0.0,0.11191903799772263,0.0,0.11191903799772263,0.0,0.0,0,0
0.45000000000000034,5.0088229286129,9.56907799194113e-17,4.44414434721737e-15,5.0088229286129,9.56907799194113e-17,0.0,40.48469607870482,1.0106874483152748,0.10848870873451233,0.0,0.10848870873451233,0.0,0.10848870873451233,0.0,0.0,0,0
0.5000000000000003,5.571834796167476,1.2774326708030468e-16,4.8591125260195125e-15,5.571834796167476,1.2774326708030468e-16,0.0,40.56721849816754,1.0128049546820268,0.10545911639928818,0.0,0.10545911639928818,0.0,0.10545911639928818,0.0,0.0,0,0
0.5500000000000004,6.135751720089023,1.553431200062353e-16,5.243450428952692e-15,6.135751720089023,1.553431200062353e-16,0.0,40.63129921904092,1.0144454575553186,0.10298344492912292,0.0,0.10298344492912292,0.0,0.10298344492912292,0.0,0.0,0,0
0.6000000000000004,6.700355765004278,2.0606960353143286e-16,5.738839188276943e-15,6.700355765004278,2.0606960353143286e-16,0.0,40.6800472666185,1.015689902267762,0.10106102377176285,0.0,0.10106102377176285,0.0,0.10106102377176285,0.0,0.0,0,0
0.6500000000000005,7.265493651388087,2.5349453095390685e-16,6.293099190327141e-15,7.265493651388087,2.5349453095390685e-16,0.0,40.7178528318444,1.0166555805137973,0.09959857910871506,0.0,0.09959857910871506,0.0,0.09959857910871506,0.0,0.0,0,0
0.7000000000000005,7.831081404511035,3.08352506712742e-16,6.867438316361364e-15,7.831081404511035,3.08352506712742e-16,0.0,40.74965466529504,1.017467821928413,0.09846441447734833,0.0,0.09846441447734833,0.0,0.09846441447734833,0.0,0.0,0,0
